time	diversity	m_div	M_div
156.4267329121932	1.9	1	3
156.52693407007175	1.9	1	3
156.6271352279503	1.9	1	3
156.72733638582886	1.9	1	3
156.82753754370742	1.8	1	3
156.92773870158595	1.6	1	2
157.02793985946454	1.6	1	2
157.12814101734307	1.6	1	2
157.22834217522163	1.3	1	2
157.32854333310019	1.2	1	2
157.42874449097872	1.1	1	2
157.5289456488573	1.1	1	2
157.62914680673583	1.2	1	2
157.7293479646144	1.3	1	2
157.82954912249295	1.3	1	2
157.9297502803715	1.3	1	2
158.02995143825007	1.4	1	2
158.1301525961286	1.4	1	2
158.23035375400718	1.5	1	2
158.3305549118857	1.5	1	2
158.43075606976427	1.5	1	2
158.53095722764283	1.4	1	2
158.63115838552136	1.3	1	2
158.73135954339995	1.3	1	2
158.83156070127848	1.1	1	2
158.93176185915704	1.1	1	2
159.0319630170356	1.3	1	3
159.13216417491412	1.3	1	3
159.2323653327927	1.3	1	3
159.33256649067124	1.2	1	3
159.4327676485498	1.3	1	3
159.53296880642836	1.4	1	3
159.63316996430692	1.5	1	3
159.73337112218547	1.5	1	3
159.833572280064	1.5	1	3
159.9337734379426	1.5	1	3
160.03397459582112	1.3	1	2
160.13417575369968	1.4	1	2
160.23437691157824	1.4	1	2
160.33457806945677	1.4	1	2
160.43477922733535	1.2	1	2
160.53498038521388	1.4	1	2
160.63518154309244	1.3	1	2
160.735382700971	1.4	1	2
160.83558385884953	1.4	1	2
160.93578501672812	1.4	1	2
161.03598617460665	1.4	1	3
161.1361873324852	1.4	1	3
161.23638849036377	1.5	1	3
161.33658964824232	1.5	1	3
161.43679080612088	1.3	1	2
161.5369919639994	1.3	1	2
161.637193121878	1.3	1	2
161.73739427975653	1.3	1	2
161.8375954376351	1.3	1	2
161.93779659551365	1.3	1	2
162.03799775339218	1.2	1	2
162.13819891127076	1.3	1	2
162.2384000691493	1.3	1	2
162.33860122702785	1.3	1	2
162.4388023849064	1.4	1	2
162.53900354278494	1.4	1	2
162.63920470066353	1.5	1	2
162.73940585854206	1.5	1	2
162.83960701642062	1.5	1	2
162.93980817429917	1.2	0	2
163.04000933217773	1.1	0	2
163.1402104900563	1.1	0	2
163.24041164793482	1.0	0	2
163.3406128058134	0.9	0	2
163.44081396369194	0.7	0	1
163.5410151215705	0.6	0	1
163.64121627944905	0.6	0	1
163.74141743732758	0.4	0	1
163.84161859520617	0.2	0	1
163.9418197530847	0.2	0	1
164.04202091096326	0.1	0	1
